IncidentNumber	AgencyNumber	FromDate	DrugType	Address1	Address2	City	ZIP	LocationType1	LocationType2	SuspectNumber	Race	Age	Sex	TypeofCriminalActivity	OhioRevisedCode
"15-010021"	"OH0400200"	42015.7388888889	6.0	""	"OHIO AVE. AND 2ND ST."	"WELLSTON"	45692.0	77.0	0.0	2.0	"W"	38.0	"M"	"P"	"292511C1"
"15-010021"	"OH0400200"	42015.7388888889	6.0	""	"OHIO AVE. AND 2ND ST."	"WELLSTON"	45692.0	77.0	0.0	2.0	"W"	38.0	"M"	"P"	"292511C2"
"15-010021"	"OH0400200"	42015.7388888889	6.0	""	"OHIO AVE. AND 2ND ST."	"WELLSTON"	45692.0	77.0	0.0	2.0	"W"	38.0	"M"	"P"	"292511C3"
"15-0158---00"	"OH0400100"	42048.6548611111	6.0	"WAL-MART"	"100 WALMART DR."	"JACKSON"	45640.0	38.0	0.0	1.0	"W"	31.0	"F"	""	"291121A3"
"15-0158---00"	"OH0400100"	42048.6548611111	6.0	"WAL-MART"	"100 WALMART DR."	"JACKSON"	45640.0	38.0	0.0	1.0	"W"	31.0	"F"	"P"	"292511C1"
"15-0158---00"	"OH0400100"	42048.6548611111	6.0	"WAL-MART"	"100 WALMART DR."	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	31.0	"F"	""	"291121A3"
"15-0158---00"	"OH0400100"	42048.6548611111	6.0	"WAL-MART"	"100 WALMART DR."	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	31.0	"F"	"P"	"292511C1"
"15-0343---JM"	"OH0400000"	42031.7715277778	6.0	""	"US 35 AND CO RD 84"	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	40.0	"F"	"P"	"292511C1"
"15-0349---05"	"OH0400100"	42097.7666666667	6.0	"RADIO SHACK"	"14985 E. MAIN ST."	"JACKSON"	45640.0	48.0	0.0	1.0	"W"	37.0	"M"	"P"	"292511C1"
"15-0356---JM"	"OH0400000"	42032.8333333333	1.0	""	"35 AT BROADWAY ST"	"JACKSON"		77.0	0.0	1.0	"B"	30.0	"U"	"P"	"292511C6"
"15-0386---05"	"OH0400100"	42104.9895833333	8.0	""	"STATE STREET & MAPLE AVENUE"	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	24.0	"M"	"P"	"292511"
"15-0386---05"	"OH0400100"	42104.9895833333	8.0	""	"STATE STREET & MAPLE AVENUE"	"JACKSON"	45640.0	77.0	0.0	2.0	"W"	24.0	"M"	"P"	"292511"
"15-0386---05"	"OH0400100"	42104.9895833333	8.0	""	"STATE STREET & MAPLE AVENUE"	"JACKSON"	45640.0	77.0	0.0	3.0	"W"	16.0	"M"	"P"	"292511"
"15-0507---RL"	"OH0400000"	42045.1145833333	3.0	"JACKSON HIGH SCHOOL"	"500 VAUGHN ST."	"JACKSON"	45640.0	8.0	0.0	1.0	"W"	17.0	"F"	"N"	"2151022"
"15-0507---RL"	"OH0400000"	42045.1145833333	3.0	"JACKSON HIGH SCHOOL"	"500 VAUGHN ST."	"JACKSON"	45640.0	8.0	0.0	1.0	"W"	17.0	"F"	"P"	"292511C2"
"15-0507---RL"	"OH0400000"	42045.1145833333	3.0	"JACKSON HIGH SCHOOL"	"500 VAUGHN ST."	"JACKSON"	45640.0	8.0	0.0	1.0	"W"	17.0	"F"	"P"	"292512"
"15-0764---00"	"OH0400100"	42192.1319444444	6.0	"SPEEDWAY"	"449 E. MAIN ST."	"JACKSON"	45640.0	48.0	0.0	1.0	"W"	57.0	"M"	""	"291711B2"
"15-0764---00"	"OH0400100"	42192.1319444444	6.0	"SPEEDWAY"	"449 E. MAIN ST."	"JACKSON"	45640.0	48.0	0.0	1.0	"W"	57.0	"M"	"P"	"292511C1"
"15-0764---00"	"OH0400100"	42192.1319444444	6.0	"SPEEDWAY"	"449 E. MAIN ST."	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	57.0	"M"	""	"291711B2"
"15-0764---00"	"OH0400100"	42192.1319444444	6.0	"SPEEDWAY"	"449 E. MAIN ST."	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	57.0	"M"	"P"	"292511C1"
"15-0775---05"	"OH0400100"	42194.8347222222	8.0	""	"N. HIGH ST"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	38.0	"M"	"P"	"292511"
"15-0775---05"	"OH0400100"	42194.8347222222	8.0	""	"N. HIGH ST"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	38.0	"M"	"P"	"292514C1"
"15-0775---05"	"OH0400100"	42194.8347222222	8.0	""	"N. HIGH ST"	"JACKSON"	45640.0	47.0	0.0	2.0	"W"	39.0	"F"	"P"	"292511"
"15-0775---05"	"OH0400100"	42194.8347222222	8.0	""	"N. HIGH ST"	"JACKSON"	45640.0	47.0	0.0	2.0	"W"	39.0	"F"	"P"	"292514C1"
"15-0904---05"	"OH0400100"	42215.8708333333	8.0	""	"WATER ST. AND HARDING AVE,"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	35.0	"F"	"P"	"292511"
"15-0904---05"	"OH0400100"	42215.8708333333	8.0	""	"WATER ST. AND HARDING AVE,"	"JACKSON"	45640.0	47.0	0.0	2.0	"W"	32.0	"F"	"P"	"292511"
"15-0917---05"	"OH0400100"	42217.9444444444	6.0	"H&K SOUND"	"134 BROADWAY ST."	"JACKSON"	45640.0	48.0	0.0	1.0	"W"	47.0	"M"	"P"	"292511"
"15-1010---05"	"OH0400100"	42238.9868055556	2.0	""	"CORPORATION ST. AND CARR ST."	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	48.0	"F"	"P"	"292511"
"15-1010---05"	"OH0400100"	42238.9868055556	2.0	""	"CORPORATION ST. AND CARR ST."	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	48.0	"F"	"P"	"292511C1"
"15-1010---05"	"OH0400100"	42238.9868055556	2.0	""	"CORPORATION ST. AND CARR ST."	"JACKSON"	45640.0	47.0	0.0	2.0	"W"	55.0	"M"	"P"	"292511"
"15-1010---05"	"OH0400100"	42238.9868055556	2.0	""	"CORPORATION ST. AND CARR ST."	"JACKSON"	45640.0	47.0	0.0	2.0	"W"	55.0	"M"	"P"	"292511C1"
"15-1245---00"	"OH0400100"	42286.6319444444	8.0	"WALMART"	"100 WALMART DR."	"JACKSON"	45640.0	39.0	0.0	1.0	"W"	24.0	"F"	""	"291302A1"
"15-1245---00"	"OH0400100"	42286.6319444444	8.0	"WALMART"	"100 WALMART DR."	"JACKSON"	45640.0	39.0	0.0	1.0	"W"	24.0	"F"	"U"	"292511"
"15-1470---JM"	"OH0400000"	42123.7805555556	1.0	""	"35 AT 93"	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	27.0	"F"	"P"	"292511C4"
"15-1470---JM"	"OH0400000"	42123.7805555556	1.0	""	"35 AT 93"	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	27.0	"F"	"P"	"292511C6"
"15-1470---JM"	"OH0400000"	42123.7805555556	1.0	""	"35 AT 93"	"JACKSON"	45640.0	77.0	0.0	2.0	"B"	20.0	"M"	"P"	"292511C4"
"15-1470---JM"	"OH0400000"	42123.7805555556	1.0	""	"35 AT 93"	"JACKSON"	45640.0	77.0	0.0	2.0	"B"	20.0	"M"	"P"	"292511C6"
"15-1487---05"	"OH0400100"	42349.7326388889	8.0	"WALMART"	"100 WALMART DR."	"JACKSON"	45640.0	39.0	0.0	1.0	"W"	23.0	"F"	""	"291302A1"
"15-1487---05"	"OH0400100"	42349.7326388889	8.0	"WALMART"	"100 WALMART DR."	"JACKSON"	45640.0	39.0	0.0	1.0	"W"	23.0	"F"	"P"	"292511"
"15-1487---05"	"OH0400100"	42349.7326388889	8.0	"WALMART"	"100 WALMART DR."	"JACKSON"	45640.0	39.0	0.0	1.0	"W"	23.0	"F"	"P"	"292514C1"
"15-1491---05"	"OH0400100"	42350.8548611111	8.0	""	"WOOD AVE."	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	28.0	"F"	"P"	"292511"
"15-1491---05"	"OH0400100"	42350.8548611111	8.0	""	"WOOD AVE."	"JACKSON"	45640.0	47.0	0.0	2.0	"W"	30.0	"M"	"P"	"292511"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	1.0	"W"	62.0	"M"	""	"291302A1"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	1.0	"W"	62.0	"M"	""	"291302A3"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	1.0	"W"	62.0	"M"	""	"292303"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	1.0	"W"	62.0	"M"	"P"	"292511C1"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	2.0	"W"	27.0	"M"	""	"291302A1"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	2.0	"W"	27.0	"M"	""	"291302A3"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	2.0	"W"	27.0	"M"	""	"292303"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	2.0	"W"	27.0	"M"	"P"	"292511C1"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	3.0	"W"	30.0	"F"	""	"291302A1"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	3.0	"W"	30.0	"F"	""	"291302A3"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	3.0	"W"	30.0	"F"	""	"292303"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	3.0	"W"	30.0	"F"	"P"	"292511C1"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	4.0	"W"	39.0	"F"	""	"291302A1"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	4.0	"W"	39.0	"F"	""	"291302A3"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	4.0	"W"	39.0	"F"	""	"292303"
"15-1514---05"	"OH0400100"	42356.8548611111	8.0	"WALMART"	"100 WALMART DR."	"JACKSONS"	45640.0	39.0	0.0	4.0	"W"	39.0	"F"	"P"	"292511C1"
"15-1518---05"	"OH0400100"	42357.8840277778	6.0	""	"ATHENS ST NEAR RONS GARAGE"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	52.0	"M"	"P"	"292511"
"15-1518---05"	"OH0400100"	42357.8840277778	6.0	""	"ATHENS ST NEAR RONS GARAGE"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	52.0	"M"	"P"	"292511C1"
"15-1518---05"	"OH0400100"	42357.8840277778	6.0	""	"ATHENS ST NEAR RONS GARAGE"	"JACKSON"	45640.0	47.0	0.0	2.0	"W"	35.0	"F"	"P"	"292511"
"15-1518---05"	"OH0400100"	42357.8840277778	6.0	""	"ATHENS ST NEAR RONS GARAGE"	"JACKSON"	45640.0	47.0	0.0	2.0	"W"	35.0	"F"	"P"	"292511C1"
"15-1518---05"	"OH0400100"	42357.8840277778	8.0	""	"ATHENS ST NEAR RONS GARAGE"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	52.0	"M"	"P"	"292511"
"15-1518---05"	"OH0400100"	42357.8840277778	8.0	""	"ATHENS ST NEAR RONS GARAGE"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	52.0	"M"	"P"	"292511C1"
"15-1518---05"	"OH0400100"	42357.8840277778	8.0	""	"ATHENS ST NEAR RONS GARAGE"	"JACKSON"	45640.0	47.0	0.0	2.0	"W"	35.0	"F"	"P"	"292511"
"15-1518---05"	"OH0400100"	42357.8840277778	8.0	""	"ATHENS ST NEAR RONS GARAGE"	"JACKSON"	45640.0	47.0	0.0	2.0	"W"	35.0	"F"	"P"	"292511C1"
"15-1542---05"	"OH0400100"	42364.8388888889	8.0	""	"MAIN STREET"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	45.0	"F"	"P"	"292511"
"15-1542---05"	"OH0400100"	42364.8388888889	8.0	""	"MAIN STREET"	"JACKSON"	45640.0	47.0	0.0	2.0	"W"	35.0	"M"	"P"	"292511"
"15-2546---RZ"	"OH0400000"	42202.3763888889	2.0	"QUEEN TREATMENT CENTER"	"10 LADY AVE"	"JACKSON"	45640.0	65.0	0.0	1.0	"W"	1.0	"F"	"U"	"292511"
"15-3250---JM"	"OH0400000"	42248.925	1.0	""	"B US HIGHWAY 35 AND COUNTY ROAD 84 EASTB"	"D 84 EASTBOUNDJACKSON"	45640.0	77.0	0.0	1.0	"B"	37.0	"M"	"P"	"292511C3"
"15-3250---JM"	"OH0400000"	42248.925	1.0	""	"B US HIGHWAY 35 AND COUNTY ROAD 84 EASTB"	"D 84 EASTBOUNDJACKSON"	45640.0	77.0	0.0	1.0	"B"	37.0	"M"	"P"	"292511C4"
"15-3250---JM"	"OH0400000"	42248.925	1.0	""	"B US HIGHWAY 35 AND COUNTY ROAD 84 EASTB"	"D 84 EASTBOUNDJACKSON"	45640.0	77.0	0.0	1.0	"B"	37.0	"M"	"P"	"292511C6"
"15-3250---JM"	"OH0400000"	42248.925	1.0	""	"B US HIGHWAY 35 AND COUNTY ROAD 84 EASTB"	"D 84 EASTBOUNDJACKSON"	45640.0	77.0	0.0	2.0	"B"	19.0	"M"	"P"	"292511C3"
"15-3250---JM"	"OH0400000"	42248.925	1.0	""	"B US HIGHWAY 35 AND COUNTY ROAD 84 EASTB"	"D 84 EASTBOUNDJACKSON"	45640.0	77.0	0.0	2.0	"B"	19.0	"M"	"P"	"292511C4"
"15-3250---JM"	"OH0400000"	42248.925	1.0	""	"B US HIGHWAY 35 AND COUNTY ROAD 84 EASTB"	"D 84 EASTBOUNDJACKSON"	45640.0	77.0	0.0	2.0	"B"	19.0	"M"	"P"	"292511C6"
"15-3574---JM"	"OH0400000"	42272.6826388889	1.0	""	"U.S. 35 AND CO RD 84"	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	34.0	"F"	"P"	"292511C2"
"15-3574---JM"	"OH0400000"	42272.6826388889	1.0	""	"U.S. 35 AND CO RD 84"	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	34.0	"F"	"P"	"292511C6"
"15-3598---JM"	"OH0400000"	42273.9034722222	1.0	""	"US35 EAST OF ST RTE 32"	"JACKSON"	45640.0	77.0	0.0	1.0	"B"	25.0	"F"	"P"	"292511C1"
"15-3598---JM"	"OH0400000"	42273.9034722222	1.0	""	"US35 EAST OF ST RTE 32"	"JACKSON"	45640.0	77.0	0.0	1.0	"B"	25.0	"F"	"P"	"292511C6"
"15-3598---JM"	"OH0400000"	42273.9034722222	1.0	""	"US35 EAST OF ST RTE 32"	"JACKSON"	45640.0	77.0	0.0	2.0	"B"	23.0	"F"	"P"	"292511C1"
"15-3598---JM"	"OH0400000"	42273.9034722222	1.0	""	"US35 EAST OF ST RTE 32"	"JACKSON"	45640.0	77.0	0.0	2.0	"B"	23.0	"F"	"P"	"292511C6"
"15-3598---JM"	"OH0400000"	42273.9034722222	1.0	""	"US35 EAST OF ST RTE 32"	"JACKSON"	45640.0	77.0	0.0	3.0	"B"	25.0	"F"	"P"	"292511C1"
"15-3598---JM"	"OH0400000"	42273.9034722222	1.0	""	"US35 EAST OF ST RTE 32"	"JACKSON"	45640.0	77.0	0.0	3.0	"B"	25.0	"F"	"P"	"292511C6"
"15-3858---JM"	"OH0400000"	42292.8680555556	1.0	""	"US 35 1/2 MILE WEST OF 93"	"JACKSON"	45640.0	77.0	0.0	1.0	"B"	39.0	"M"	""	"451119A1A"
"15-3858---JM"	"OH0400000"	42292.8680555556	1.0	""	"US 35 1/2 MILE WEST OF 93"	"JACKSON"	45640.0	77.0	0.0	1.0	"B"	39.0	"M"	"P"	"292511C3"
"15-3858---JM"	"OH0400000"	42292.8680555556	1.0	""	"US 35 1/2 MILE WEST OF 93"	"JACKSON"	45640.0	77.0	0.0	1.0	"B"	39.0	"M"	"P"	"292511C4"
"15-3858---JM"	"OH0400000"	42292.8680555556	1.0	""	"US 35 1/2 MILE WEST OF 93"	"JACKSON"	45640.0	77.0	0.0	1.0	"B"	39.0	"M"	"P"	"292511C6"
"15-4677---JM"	"OH0400000"	42350.6847222222	1.0	""	"US HIGHWAY 35E AND COUNTY ROAD 84"	"84       JACKSON"	45640.0	77.0	0.0	1.0	"W"	60.0	"M"	"P"	"292511C1"
"15-4677---JM"	"OH0400000"	42350.6847222222	1.0	""	"US HIGHWAY 35E AND COUNTY ROAD 84"	"84       JACKSON"	45640.0	77.0	0.0	1.0	"W"	60.0	"M"	"P"	"292511C2"
"15-4677---JM"	"OH0400000"	42350.6847222222	1.0	""	"US HIGHWAY 35E AND COUNTY ROAD 84"	"84       JACKSON"	45640.0	77.0	0.0	1.0	"W"	60.0	"M"	"P"	"292511C6"
"16-0008---05"	"OH0400100"	42371.85	6.0	""	"ST RT 93 AT ST RT 32"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	42.0	"F"	"P"	"292511"
"16-0008---05"	"OH0400100"	42371.85	6.0	""	"ST RT 93 AT ST RT 32"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	42.0	"F"	"P"	"292511C1"
"16-0027---03"	"OH0400100"	42377.36875	8.0	"MOTOR INN"	"112 346 E. BROADWAY ST."	"JACKSON"	45640.0	18.0	0.0	1.0	"W"	20.0	"M"	"P"	"292511"
"16-0027---03"	"OH0400100"	42377.36875	8.0	"MOTOR INN"	"112 346 E. BROADWAY ST."	"JACKSON"	45640.0	18.0	0.0	2.0	"W"	18.0	"F"	"P"	"292511"
"16-0139---05"	"OH0400100"	42413.8729166667	8.0	""	"PATTSONVILLE RD AT ST RT 35"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	28.0	"F"	"P"	"292511C1"
"16-0150---CR"	"OH0400000"	42385.8402777778	1.0	""	"US HIGHWAY 35 AND STATE ROUTE 93"	"93        JACKSON"	45640.0	47.0	0.0	1.0	"B"	19.0	"F"	"P"	"292511C1"
"16-0150---CR"	"OH0400000"	42385.8402777778	1.0	""	"US HIGHWAY 35 AND STATE ROUTE 93"	"93        JACKSON"	45640.0	47.0	0.0	2.0	"B"	30.0	"M"	"P"	"292511C1"
"16-0239---05"	"OH0400100"	42441.8381944444	6.0	""	"WATER STR AT JACKSON IMPLEMENT"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	19.0	"F"	"P"	"292511"
"16-0239---05"	"OH0400100"	42441.8381944444	6.0	""	"WATER STR AT JACKSON IMPLEMENT"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	19.0	"F"	"P"	"292511C1"
"16-0262---AE"	"OH0400000"	42394.8090277778	1.0	"A&A TRUCK STOP"	"80 DIXON RUN ROAD"	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	34.0	"M"	"P"	"292511C6"
"16-030089"	"OH0400200"	42434.625	2.0	""	"158 HARRISON AVE"	"WELLSTON"	45692.0	77.0	0.0	1.0	"W"	28.0	"F"	"N"	"291925A"
"16-030089"	"OH0400200"	42434.625	2.0	""	"158 HARRISON AVE"	"WELLSTON"	45692.0	77.0	0.0	1.0	"W"	28.0	"F"	"P"	"292511C1"
"16-0475---05"	"OH0400100"	42497.7361111111	8.0	""	""	""		47.0	0.0	1.0	"W"	46.0	"M"	"P"	"292511"
"16-0475---05"	"OH0400100"	42497.7361111111	8.0	""	""	""		47.0	0.0	1.0	"W"	46.0	"M"	"P"	"292511C1"
"16-0476---05"	"OH0400100"	42497.8527777778	6.0	""	"CHESTNUT NEAR SOUTH ST."	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	47.0	"M"	"P"	"292511C1"
"16-0476---05"	"OH0400100"	42497.8527777778	6.0	""	"CHESTNUT NEAR SOUTH ST."	"JACKSON"	45640.0	47.0	0.0	2.0	"W"	50.0	"F"	"P"	"292511C1"
"16-0481---04"	"OH0400100"	42468.8722222222	6.0	""	"BROADWAY STR."	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	54.0	"M"	"P"	"292511C1"
"16-050223"	"OH0400200"	42502.5590277778	8.0	""	"316 SOUTH ARK AVE"	"WELLSTON"	45692.0	47.0	0.0	1.0	"W"	28.0	"F"	"P"	"292511C1"
"16-050223"	"OH0400200"	42502.5590277778	8.0	""	"316 SOUTH ARK AVE"	"WELLSTON"	45692.0	47.0	0.0	1.0	"W"	28.0	"F"	"P"	"292512"
"16-0536---JM"	"OH0400000"	42414.6743055556	1.0	""	"US35 JUST PASSED ST RTE 93"	"JACKSON"	45640.0	77.0	0.0	1.0	"B"	22.0	"F"	"P"	"292511C3"
"16-0536---JM"	"OH0400000"	42414.6743055556	1.0	""	"US35 JUST PASSED ST RTE 93"	"JACKSON"	45640.0	77.0	0.0	1.0	"B"	22.0	"F"	"P"	"292511C6"
"16-0536---JM"	"OH0400000"	42414.6743055556	1.0	""	"US35 JUST PASSED ST RTE 93"	"JACKSON"	45640.0	77.0	0.0	2.0	"B"	24.0	"M"	"P"	"292511C3"
"16-0536---JM"	"OH0400000"	42414.6743055556	1.0	""	"US35 JUST PASSED ST RTE 93"	"JACKSON"	45640.0	77.0	0.0	2.0	"B"	24.0	"M"	"P"	"292511C6"
"16-0777---04"	"OH0400100"	42561.8472222222	6.0	""	"MCCARTYL LN. AT ENTRANCE TO WALMART"	"LMART     JACKSON"	45640.0	77.0	0.0	1.0	"W"	36.0	"M"	"P"	"292511C1"
"16-0820---00"	"OH0400100"	42569.8104166667	6.0	""	"? HIGH ST/SOUTH ST"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	63.0	"M"	""	"451119A1A"
"16-0820---00"	"OH0400100"	42569.8104166667	6.0	""	"? HIGH ST/SOUTH ST"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	63.0	"M"	"P"	"292511"
"16-0845---00"	"OH0400100"	42575.9041666667	6.0	""	"34 PORTSMOUTH STR."	"JACKSON"	45640.0	48.0	0.0	1.0	"W"	38.0	"F"	""	"291321B1"
"16-0845---00"	"OH0400100"	42575.9041666667	6.0	""	"34 PORTSMOUTH STR."	"JACKSON"	45640.0	48.0	0.0	1.0	"W"	38.0	"F"	"P"	"292511C1"
"16-0845---00"	"OH0400100"	42575.9041666667	6.0	""	"34 PORTSMOUTH STR."	"JACKSON"	45640.0	48.0	0.0	1.0	"W"	38.0	"F"	"P"	"292514"
"16-0901---JM"	"OH0400000"	42437.5458333333	1.0	"JACKSON COUNTY BMV RESTATEMENT OFFICE"	"502 MCCARTY LANE"	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	32.0	"M"	""	"292133"
"16-0901---JM"	"OH0400000"	42437.5458333333	1.0	"JACKSON COUNTY BMV RESTATEMENT OFFICE"	"502 MCCARTY LANE"	"JACKSON"	45640.0	77.0	0.0	1.0	"W"	32.0	"M"	"P"	"292511C6"
"16-090520"	"OH0400200"	42636.7791666667	6.0	""	"3 1439 SOUTH MAINE AVE"	"WELLSTON"	45692.0	77.0	0.0	1.0	"W"	63.0	"F"	"P"	"292511C1"
"16-0990---JM"	"OH0400000"	42443.8652777778	1.0	""	"U.S. 35 AT CHILLICOTHE PIKE"	"JACKSON"	45640.0	77.0	0.0	1.0	"B"	1.0	"F"	"P"	"292511C6"
"16-100551"	"OH0400200"	42654.8270833333	8.0	""	"720 W 9TH ST"	"WELLSTON"	45692.0	77.0	0.0	1.0	"W"	31.0	"F"	"P"	"292511C2"
"16-100551"	"OH0400200"	42654.8270833333	8.0	""	"720 W 9TH ST"	"WELLSTON"	45692.0	77.0	0.0	1.0	"W"	31.0	"F"	"P"	"292514"
"16-100551"	"OH0400200"	42654.8270833333	8.0	""	"720 W 9TH ST"	"WELLSTON"	45692.0	77.0	0.0	1.0	"W"	31.0	"F"	"U"	"292511"
"16-100551"	"OH0400200"	42654.8270833333	8.0	""	"720 W 9TH ST"	"WELLSTON"	45692.0	77.0	0.0	2.0	"W"	29.0	"M"	"P"	"292511C2"
"16-100551"	"OH0400200"	42654.8270833333	8.0	""	"720 W 9TH ST"	"WELLSTON"	45692.0	77.0	0.0	2.0	"W"	29.0	"M"	"P"	"292514"
"16-100551"	"OH0400200"	42654.8270833333	8.0	""	"720 W 9TH ST"	"WELLSTON"	45692.0	77.0	0.0	2.0	"W"	29.0	"M"	"U"	"292511"
"16-1017---04"	"OH0400100"	42613.9979166667	6.0	""	"EAST MITCHELL ST"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	36.0	"F"	""	"291711B1"
"16-1017---04"	"OH0400100"	42613.9979166667	6.0	""	"EAST MITCHELL ST"	"JACKSON"	45640.0	47.0	0.0	1.0	"W"	36.0	"F"	"P"	"292511C1"
"16-110577"	"OH0400200"	42677.5666666667	6.0	""	"10TH & RHODE ISLAND AVE"	"WELLSTON"	45692.0	47.0	0.0	1.0	"W"	32.0	"M"	"P"	"292511C1"
"16-110577"	"OH0400200"	42677.5666666667	6.0	""	"10TH & RHODE ISLAND AVE"	"WELLSTON"	45692.0	47.0	0.0	1.0	"W"	32.0	"M"	"P"	"292511C3"
"16-110577"	"OH0400200"	42677.5666666667	6.0	""	"10TH & RHODE ISLAND AVE"	"WELLSTON"	45692.0	47.0	0.0	1.0	"W"	32.0	"M"	"P"	"292514"
"16-110588"	"OH0400200"	42685.7416666667	6.0	""	"10TH AND NEW YORK"	"WELLSTON"	45692.0	77.0	0.0	1.0	"W"	41.0	"F"	"P"	"292511C1"
"16-1162---JM"	"OH0400000"	42454.7097222222	1.0	""	"US HIGHWAY 35 EAST AND MILEPOST 10"	"T 10      JACKSON"	45640.0	77.0	0.0	1.0	"B"	39.0	"F"	"P"	"292511C6"
"16-1162---JM"	"OH0400000"	42454.7097222222	1.0	""	"US HIGHWAY 35 EAST AND MILEPOST 10"	"T 10      JACKSON"	45640.0	77.0	0.0	2.0	"B"	49.0	"M"	"P"	"292511C6"
"16-120629"	"OH0400200"	42712.875	6.0	"SPEEDWAY"	"1219 PENNSYLVANIA AVE"	"WELLSTON"	45692.0	38.0	0.0	1.0	"W"	41.0	"F"	""	"291711B2"
"16-120629"	"OH0400200"	42712.875	6.0	"SPEEDWAY"	"1219 PENNSYLVANIA AVE"	"WELLSTON"	45692.0	38.0	0.0	1.0	"W"	41.0	"F"	"P"	"292511C1"
"16-120650"	"OH0400200"	42724.75	6.0	""	"SECOND ST AND S. PENNSYLVANIA AVE."	"AVE.      WELLSTON"	45692.0	77.0	0.0	1.0	"W"	26.0	"M"	"P"	"292511C1"
"16-120666"	"OH0400200"	42731.78125	6.0	""	"223 EAST BROADWAY ST."	"WELLSTON"	45692.0	77.0	0.0	1.0	"W"	51.0	"F"	"D"	"292503C1"
"16-1253---JS"	"OH0400000"	42459.4902777778	8.0	""	"910 WEBER RD"	"JACKSON"	45640.0	1.0	0.0	2.0	"W"	31.0	"F"	"P"	"292511C1"
